PassengerId,Transported
0013_01,0.6071836726021318
0018_01,0.010389939277323505
0019_01,0.995438191131624
0021_01,0.9588166137480273
0023_01,0.6045459031001601
0027_01,0.4644014211367311
0029_01,0.9872648602077271
0032_01,0.9758957963645887
0032_02,0.9870996301449002
0033_01,0.555883571478198
0037_01,0.25120604847437555
0040_01,0.05122616789753435
0040_02,0.5956213690458333
0042_01,0.5603243196310141
0046_01,0.02398422506259216
0046_02,0.07361455900644102
0046_03,0.11592549439468357
0047_01,0.9856096636697952
0047_02,0.827517754439931
0047_03,0.02636625925734531
0048_01,0.6215029403099788
0049_01,0.025588856611066958
0054_01,0.9842319290547084
0054_02,0.8163155042797418
0054_03,0.4038492495155007
0055_01,0.10127397596390135
0057_01,0.9912103584693487
0059_01,0.6456146738755757
0060_01,0.6146235634168958
0063_01,0.6742749324675986
0065_01,0.526206538931239
0075_01,0.13320130320017767
0079_01,0.5482381248861198
0080_01,0.4407591664199112
0083_01,0.21111028904649412
0087_01,0.1388094192264094
0089_01,0.9631236425490899
0093_01,0.5518171036084366
0094_01,0.15639840160679755
0094_02,0.05229274278585393
0095_01,0.9168685064126887
0096_01,0.4205153755483918
0100_01,0.7989633712500875
0100_02,0.6540044736401874
0104_01,0.09562747864132017
0106_01,0.7009105097628326
0109_01,0.05729588558999425
0117_01,0.08352070402417834
0118_01,0.6159090050263649
0121_01,0.03233859410584448
0124_01,0.6290500346168283
0125_01,0.9874006232122154
0125_02,0.036116231009221234
0130_01,0.6169132839560053
0131_01,0.6139937030298562
0132_01,0.8862756135115237
0135_01,0.12756683051008955
0137_01,0.5128624578279521
0142_01,0.9844208292015472
0142_02,0.09718269592492444
0142_03,0.9856451064456762
0143_01,0.8034044811877957
0145_01,0.08108407122753901
0150_01,0.9505144399877956
0150_02,0.955778205210406
0153_01,0.21338747251074325
0154_01,0.5313729286970684
0155_01,0.062434912306448764
0156_01,0.6559830755543814
0157_01,0.02137090813518975
0158_01,0.06592586600955559
0158_02,0.5621457049579031
0159_01,0.08302696143593152
0161_01,0.03759286339385854
0162_01,0.9758019934072285
0166_01,0.61127484390592
0168_01,0.9895999635233759
0175_01,0.7142548732402371
0175_02,0.4885815423018251
0175_03,0.708583564441347
0175_04,0.5032488018673675
0175_05,0.3886225824976433
0176_01,0.05123243513455214
0180_01,0.10232624646524534
0184_01,0.7387492341505698
0185_01,0.8426991942107853
0187_01,0.9734286437648735
0191_01,0.08284151202310558
0194_01,0.9789997611384552
0194_02,0.9875225495071966
0194_03,0.004000364792744749
0204_01,0.07821461630883014
0208_01,0.3812825736117025
0209_01,0.0015820845508517562
0214_01,0.01648064532016469
0214_02,0.07525146891820464
0215_01,0.5646436996453374
0218_01,0.10306358317592071
0226_01,0.9168739251007371
0227_01,0.4285273289467468
0228_01,0.9828363229384239
0228_02,0.9279508996695016
0228_03,0.994510189519319
0228_04,0.012710194364895636
0230_01,0.6890944022257988
0230_02,0.1445260235779259
0235_01,0.427973651095319
0236_01,0.9342939716734157
0238_01,0.04961922125420961
0247_01,0.9851438348981201
0247_02,0.9890717385112722
0249_01,0.04404667336582647
0256_01,0.6745286098529953
0259_01,0.9738348418696701
0262_01,0.058977691104847664
0264_01,0.994632299408937
0264_02,0.9837274026482292
0264_03,0.005696559188066063
0266_01,0.07329035820035153
0266_02,0.07777499092634446
0268_01,0.05691773948220582
0268_02,0.06935304336672515
0271_01,0.0439063899433606
0272_01,0.07660100247658796
0273_01,0.9611875551837701
0273_02,0.9522568241138
0273_03,0.041715627423838345
0274_01,0.01119141041931141
0274_02,0.6508673519329514
0276_01,0.05159796387595997
0276_02,0.981000507504985
0279_01,0.28741774437072454
0280_01,0.4743677307420627
0284_01,0.7515338031370468
0292_01,0.061368338815502035
0293_01,0.9214708810712939
0295_01,0.2938612537961666
0296_01,0.3488150775222905
0299_01,0.21848681399860284
0300_01,0.06085834511067471
0308_01,0.3836262618693991
0311_01,0.21361728319868922
0312_01,0.585568959457379
0317_01,0.09045753123091833
0318_01,0.556935193533011
0319_01,0.22309888867030742
0319_02,0.9792946446805936
0323_01,0.8208473412421738
0325_01,0.2278623243926894
0328_01,0.7718683494555568
0329_01,0.9840789751995669
0332_01,0.586145553638944
0335_01,0.31583863692315983
0339_01,0.2477209382042323
0339_02,0.18280262407092507
0339_03,0.4888972793389748
0339_04,0.8391813128003489
0339_05,0.7407266947875862
0339_06,0.06502319594088135
0339_07,0.08561185935583458
0339_08,0.09840045061063762
0342_01,0.3981278744683649
0342_02,0.5696748338642815
0344_01,0.9634850313778394
0344_02,0.18593940921023958
0349_01,0.002498920762397144
0349_02,0.9639972410556196
0349_03,0.10575048626264884
0349_04,0.9802432929268785
0349_05,0.12199306369778487
0349_06,0.05041756195251523
0351_01,0.9540227844842996
0353_01,0.4474834010488531
0353_02,0.6545465558430321
0354_01,0.7761398879547885
0362_01,0.8441620796046598
0363_01,0.2648832580770796
0363_02,0.2900851881588899
0363_03,0.5844301405827966
0364_01,0.352037325107216
0364_02,0.10763689374567328
0366_01,0.4996286163431861
0367_01,0.010537310517874378
0374_01,0.12275021580614674
0374_02,0.07132676048457724
0386_01,0.143578871870819
0390_01,0.5053091833670547
0393_01,0.0994214938077365
0394_01,0.5134851781979612
0399_01,0.6282047742395221
0400_01,0.9754879463814388
0404_01,0.935083979349077
0406_01,0.1301935371038482
0414_01,0.03845735966050419
0416_01,0.07139993202753221
0418_01,0.13878640110999657
0419_01,0.3707610268175192
0419_02,0.7691778795724797
0419_03,0.5172602522529967
0420_01,0.11482672904633165
0421_01,0.9932587487454806
0422_01,0.04331386424509511
0424_01,0.1754917249368881
0426_01,0.1076365552940145
0440_01,0.3275151712199989
0443_01,0.29983009385240394
0450_01,0.15472762984671395
0451_01,0.9953934317822464
0455_01,0.47820237757895745
0464_01,0.5007811664019599
0467_01,0.6782907428448958
0467_02,0.6054400768566008
0467_03,0.8389960336272194
0467_04,0.9553829898832332
0469_01,0.6220348671372516
0473_01,0.2090900142560517
0478_01,0.001847802128094183
0478_02,0.9867018948502009
0479_01,0.9941746402116083
0483_01,0.9529300413671133
0483_02,0.7580457663377087
0484_01,0.9822543034901546
0486_01,0.7531569506243325
0489_01,0.4480900560503904
0489_02,0.9469405589103709
0491_01,0.38503329932869623
0492_01,0.0998541323789947
0493_01,0.5091701372197271
0494_01,0.9916957298935425
0494_02,0.44398463124983534
0495_01,0.5922764746854403
0495_02,0.6766860622245425
0495_03,0.557013723711619
0495_04,0.34472462448238
0495_05,0.015103789051836264
0495_06,0.3344841748401545
0496_01,0.540192048735097
0496_02,0.7690627291831383
0497_01,0.9395615672902121
0505_01,0.25840582457054223
0508_01,0.27969623789751363
0509_01,0.6399240434666029
0511_01,0.06469725476852538
0514_01,0.6674267287178954
0524_01,0.919074890457161
0526_01,0.5299192329288774
0530_01,0.07258631919236104
0530_02,0.04099614218402238
0530_03,0.9924424359741514
0532_01,0.07556622635770716
0532_02,0.9857029026714876
0535_01,0.22514795946945843
0536_01,0.04663276156365297
0536_02,0.07427926221801757
0541_01,0.9779436531259151
0543_01,0.49808631650383317
0544_01,0.9960003626368099
0554_01,0.0570252748620609
0557_01,0.9471896750142698
0557_02,0.9461320458013245
0558_01,0.6139881119712829
0562_01,0.23751492717146092
0562_02,0.9697150012371102
0574_01,0.02603944379159079
0578_01,0.6051263521207221
0578_02,0.2990999208487419
0584_01,0.5763441443377119
0584_02,0.02483846158781269
0592_01,0.3946582993623722
0595_01,0.49711808498654486
0601_01,0.6073269310535289
0604_01,0.5689733473408607
0605_01,0.21445413111380202
0606_01,0.5644158372271136
0613_01,0.9521898655736166
0613_02,0.9509688626648283
0616_01,0.045830800836862494
0617_01,0.06803581006744355
0620_01,0.05669060827952831
0620_02,0.7704373822178622
0620_03,0.8738179501066594
0621_01,0.164779820374281
0622_01,0.0035137088291666216
0624_01,0.9570564176709311
0625_01,0.9929981300612271
0625_02,0.9648638985545303
0625_03,0.9812458619973607
0626_01,0.9902655833032336
0626_02,0.9832591583888173
0626_03,0.8659595942486826
0627_01,0.6687253283931524
0632_01,0.11186482914277071
0632_02,0.8409459034553445
0632_03,0.5981115859343255
0640_01,0.9328489877174684
0640_02,0.9822674528347789
0648_01,0.15645276569552613
0648_02,0.21806429081749362
0649_01,0.5525605793221933
0651_01,0.9185704918916033
0652_01,0.6056371019706553
0652_02,0.3162618342762797
0652_03,0.5847786414876315
0652_04,0.12338061440313171
0652_05,0.43111344486350806
0654_01,0.5628044526809606
0662_01,0.49645409473033086
0666_01,0.43047249335363896
0666_02,0.7862364223070026
0667_01,0.44358592705785854
0670_01,0.06208845795838204
0670_02,0.03734726882125207
0673_01,0.715731944028232
0675_01,0.4254844233061874
0676_01,0.3910722305582145
0681_01,0.5570112317212972
0692_01,0.5667330291691444
0694_01,0.5197475723009441
0695_01,0.6672006637057074
0698_01,0.20614937831805047
0700_01,0.20474629146340653
0706_01,0.8384426883744812
0708_01,0.966461355086817
0708_02,0.9879976892328715
0711_01,0.048155966008629925
0716_01,0.21751218335044425
0717_01,0.9410797184793748
0717_02,0.5226702106426069
0717_03,0.9453241204405552
0717_04,0.9430569091642498
0717_05,0.017956433818069564
0717_06,0.21262998221059215
0717_07,0.9881521903370852
0720_01,0.9626600240212356
0720_02,0.3177812589221235
0720_03,0.02949330493868472
0721_01,0.4780233461567002
0722_01,0.21852519997070638
0723_01,0.13800044192421837
0725_01,0.5627182477505093
0730_01,0.7008414071953387
0731_01,0.1332727089824098
0731_02,0.22312013935884173
0735_01,0.18007902295851322
0739_01,0.6914639950363572
0741_01,0.2741423108328261
0742_01,0.6154653639191232
0742_02,0.9471318307637289
0744_01,0.9862266019240221
0745_01,0.11937384261366574
0747_01,0.053229226408823195
0748_01,0.9533795425031473
0748_02,0.03748277115674476
0749_01,0.9514809250354535
0751_01,0.9508639536999371
0752_01,0.5518608944620518
0755_01,0.9331613498633993
0758_01,0.7571012369005181
0758_02,0.9581777341037602
0758_03,0.018634316469562828
0759_01,0.9888044029698735
0759_02,0.06997643832176222
0759_03,0.9499907745781928
0760_01,0.12806157014152436
0763_01,0.9874747765738513
0763_02,0.028233745518153126
0766_01,0.6027093078053734
0774_01,0.5620150927247337
0774_02,0.013176366546122628
0774_03,0.7113377200917721
0775_01,0.9710864744874035
0775_02,0.8359592098333817
0775_03,0.9911271301979383
0775_04,0.03443801095556793
0775_05,0.8383835999851086
0775_06,0.9956053037485577
0778_01,0.9899812414469035
0778_02,0.4709082789909022
0780_01,0.6950368748936043
0783_01,0.16735792528658175
0792_01,0.6924459183281266
0800_01,0.022642448579087673
0801_01,0.9514809250354535
0803_01,0.5257267492975927
0804_01,0.9877627315844472
0807_01,0.3284578917351324
0810_01,0.10572202339123188
0812_01,0.7365576283333929
0814_01,0.047584569066582066
0821_01,0.8265554645335473
0827_01,0.1373249048724502
0827_02,0.6257399296019075
0827_03,0.9718563160027445
0831_01,0.12235512882682052
0832_01,0.6187445098440923
0837_01,0.9447903223883555
0837_02,0.010032440556550566
0838_01,0.5688017901346367
0838_02,0.0786582901414149
0841_01,0.019928462191528107
0842_01,0.4613755281349258
0843_01,0.5246251354165908
0844_01,0.6685327481518325
0847_01,0.13992439828472727
0852_01,0.9720891611296508
0854_01,0.5467983227484141
0855_01,0.8356745769809758
0856_01,0.10993300328271616
0857_01,0.92965983776772
0858_01,0.0465002675192127
0858_02,0.9464410026909508
0861_01,0.2901356873318403
0862_01,0.558106988910493
0864_01,0.04742092054782765
0864_02,0.9656979288158225
0864_03,0.9842244705046097
0866_01,0.9293642776904942
0872_01,0.11407222737442113
0880_01,0.7680609460517427
0880_02,0.5469892938446873
0882_01,0.8796513308693853
0884_01,0.10980328094222
0884_02,0.6457500642974942
0886_01,0.18172909883746435
0886_02,0.9509563342388205
0886_03,0.9800352458920105
0887_01,0.0034501007294733253
0887_02,0.01035448710200293
0888_01,0.1313015442687717
0888_02,0.6423472876482649
0891_01,0.92657762544768
0892_01,0.9922195203433893
0892_02,0.9961241716378447
0892_03,0.9966297944457844
0894_01,0.9964946847155555
0895_01,0.13429468201543687
0896_01,0.3580083232666458
0897_01,0.9935530306169771
0897_02,0.9830522359461497
0900_01,0.4768918048642858
0908_01,0.33641825568325556
0909_01,0.03726664736681841
0909_02,0.9883488487308457
0909_03,0.947550105491277
0914_01,0.03515049419014372
0916_01,0.22463925924181644
0917_01,0.4862088987383465
0920_01,0.0035839924088895475
0929_01,0.08361767145907653
0934_01,0.04660294256065048
0936_01,0.09330012988898728
0937_01,0.5715665621496948
0943_01,0.947371419790677
0943_02,0.9798819488294621
0943_03,0.19003977639637096
0945_01,0.23254946060491424
0945_02,0.0823460753676117
0948_01,0.07778247516558634
0950_01,0.9619474850934947
0954_01,0.6367680238393773
0958_01,0.1122464260385271
0959_01,0.21381518293884005
0962_01,0.9158904870893244
0963_01,0.9670542955965148
0967_01,0.13339890689305858
0973_01,0.09477400723499835
0974_01,0.4084283208258917
0977_01,0.5813766279159343
0980_01,0.17465294341798626
0981_01,0.08446256800839536
0981_02,0.47402274531363037
0986_01,0.0016179088694033995
0986_02,0.985809107202276
0996_01,0.264988610079565
0999_01,0.6154675454426265
0999_02,0.5343454119275597
1003_01,0.06286426719643877
1007_01,0.09443245233538144
1009_01,0.07666491877012054
1010_01,0.9623001392450299
1016_01,0.014852539883166975
1021_01,0.3725208580368252
1023_01,0.9554058327930244
1028_01,0.5563948221068593
1037_01,0.3124783271893629
1039_01,0.12538369248279418
1042_01,0.23458217637710346
1044_01,0.6750373351688423
1050_01,0.5091477997274576
1055_01,0.37044699944771703
1059_01,0.9897537802319049
1059_02,0.9854995765685266
1061_01,0.9902674171731133
1064_01,0.6276656774769974
1064_02,0.5307322363446894
1067_01,0.13652001095933283
1069_01,0.978808900941372
1070_01,0.6361805119457572
1072_01,0.5966341512391434
1072_02,0.3942881594439365
1072_03,0.62553529776801
1072_04,0.35600859481641
1072_05,0.17117816060854235
1072_06,0.32935446335401336
1072_07,0.6020005703583675
1072_08,0.48188240372702995
1073_01,0.07310375013170696
1074_01,0.6674580457397751
1074_02,0.9084266234733455
1081_01,0.41629308330252135
1087_01,0.6796216800527122
1090_01,0.9893820285137999
1090_02,0.2135262714467693
1092_01,0.6171410901363277
1098_01,0.039710971906290686
1101_01,0.39114608312180116
1103_01,0.1155420651316846
1104_01,0.9963801153224257
1106_01,0.09909511302999056
1106_02,0.9689598393331232
1107_01,0.15261583064809783
1109_01,0.12416247689020643
1111_01,0.7050714209444415
1111_02,0.3480503149814827
1111_03,0.290697519474176
1118_01,0.041843312208615306
1118_02,0.9930882846045884
1118_03,0.9830749606116312
1118_04,0.7947010772231583
1118_05,0.03982930086847835
1119_01,0.08766866995361476
1119_02,0.953521166394624
1120_01,0.950666799496923
1122_01,0.6707324510488616
1124_01,0.9914487084619242
1124_02,0.9716774476927997
1124_03,0.30616005280420827
1125_01,0.17622899352906468
1125_02,0.48188240372702995
1126_01,0.9616607364582845
1128_01,0.9919601321784097
1128_02,0.9611418324588651
1131_01,0.9960387682025075
1135_01,0.010743893947619609
1135_02,0.9404897630374229
1135_03,0.007679648279908191
1135_04,0.9385393275549695
1137_01,0.5132937816955269
1137_02,0.17382934335107536
1138_01,0.9900088641796627
1139_01,0.4841604370489139
1143_01,0.5557485653599445
1145_01,0.9866670365997594
1145_02,0.35855559186665725
1145_03,0.08120895077870009
1145_04,0.9785708077481289
1151_01,0.43317559393760763
1157_01,0.06563501272687113
1158_01,0.578549031839189
1158_02,0.35196627071811576
1159_01,0.5813766279159343
1159_02,0.1512231468477628
1159_03,0.48195629516617855
1160_01,0.3986524356197985
1164_01,0.3032786922384109
1171_01,0.027706994641322313
1172_01,0.9228178284013444
1176_01,0.48045497202573056
1181_01,0.14068033702940022
1183_01,0.9791578996528992
1183_02,0.16459762800714448
1183_03,0.9887493677606437
1184_01,0.9932137635551285
1184_02,0.5503634676850414
1189_01,0.18858638760041047
1194_01,0.06585037571664601
1196_01,0.04410094402673125
1196_02,0.09063173601855712
1200_01,0.9941320829273136
1201_01,0.023138307038361575
1201_02,0.7241982996174589
1202_01,0.08452628223205826
1204_01,0.5441107016398349
1205_01,0.07803727738437694
1207_01,0.16164065243419662
1207_02,0.5121922399560642
1207_03,0.7492410029872354
1207_04,0.628208994428433
1209_01,0.02841555832526147
1209_02,0.21808442200904476
1217_01,0.9751840433126084
1217_02,0.9760036307651387
1219_01,0.18541493287435987
1219_02,0.9957192544926834
1224_01,0.9625791801743936
1224_02,0.9241902489267168
1226_01,0.9523756627130859
1226_02,0.964949549384255
1227_01,0.9281865630217326
1237_01,0.7317862858504517
1241_01,0.08516930417005163
1244_01,0.9357000563878949
1245_01,0.5690385357592318
1247_01,0.976574074438441
1249_01,0.13665686575514566
1251_01,0.7583447883600181
1252_01,0.12300927939105577
1253_01,0.1030688873185093
1257_01,0.9914363883828261
1257_02,0.9921123483923727
1257_03,0.8569185643463368
1257_04,0.9831822117684558
1262_01,0.7707390726306185
1262_02,0.20673761208845282
1265_01,0.6707324510488616
1266_01,0.08549761347107579
1268_01,0.9717267006783399
1270_01,0.9933137477714075
1272_01,0.09124999468145502
1275_01,0.11214635237122918
1276_01,0.3336499580381285
1277_01,0.13600408741137754
1290_01,0.06263592583876379
1296_01,0.12103838113829396
1297_01,0.8850196734251022
1298_01,0.28117326243849666
1301_01,0.2184646756134506
1301_02,0.2682382562910198
1301_03,0.49118010000729456
1303_01,0.2745533790131369
1305_01,0.7746456403955848
1313_01,0.5970156167890418
1314_01,0.040701778793320896
1315_01,0.6480892932245357
1318_01,0.9762273108719247
1319_01,0.01776460238538966
1319_02,0.012435583509379263
1320_01,0.6205842548419375
1320_02,0.5875801435993313
1320_03,0.5875801435993313
1321_01,0.6533336717090557
1321_02,0.9799809849096909
1321_03,0.04622567416479053
1321_04,0.15230601142299632
1327_01,0.44697223820181065
1329_01,0.07278516672772284
1334_01,0.11098211167170567
1338_01,0.9911357358312265
1338_02,0.9811747589857617
1339_01,0.5778615546510105
1341_01,0.06618740594687991
1341_02,0.40968069175252164
1341_03,0.5978363770294545
1343_01,0.001439549959060869
1343_02,0.779400226913733
1343_03,0.02689430287666552
1344_01,0.23573478241968251
1346_01,0.22177367785783642
1349_01,0.5001251428701965
1349_02,0.6992932817930767
