Id,SalePrice
1461,128156.9100203029
1462,164155.09040537573
1463,187348.33936693304
1464,191052.34516387628
1465,188129.8398902346
1466,175755.14672851248
1467,169156.95128872994
1468,168676.5701962316
1469,179478.71137374628
1470,131087.2206406114
1471,198070.85193160528
1472,96707.67603140006
1473,97221.82455358376
1474,147643.55024507077
1475,130416.31681819633
1476,414283.715108912
1477,258756.41269108304
1478,273575.39694515086
1479,281830.78560317657
1480,475812.54977616447
1481,321490.6983716618
1482,204408.8733770133
1483,169785.02973557395
1484,166329.36090043682
1485,179035.97241622632
1486,195515.22378152134
1487,331613.5081598531
1488,232535.79837701452
1489,217730.87694700476
1490,207963.31505720798
1491,192373.88787230532
1492,92555.55983765582
1493,170580.16669287518
1494,294697.25454400916
1495,298696.2932171733
1496,230406.52659606934
1497,187233.76860750312
1498,163110.04150898138
1499,160692.25291092444
1500,153054.27079860016
1501,169745.7885758154
1502,157656.78173846754
1503,310669.6052757038
1504,238671.01072531778
1505,216192.67209844792
1506,182870.59630558352
1507,240169.07505669893
1508,194998.37437199976
1509,159397.70675600745
1510,146915.93690577784
1511,143112.21951071284
1512,170472.6968225986
1513,133723.29965543217
1514,168032.75101255582
1515,192184.65490102867
1516,146980.56378924966
1517,158192.71803660368
1518,142215.2268923956
1519,224013.97276816488
1520,135537.3445395972
1521,133595.44637534412
1522,168523.66750976117
1523,109853.17121177062
1524,122597.97070546771
1525,123767.2317290236
1526,114036.24537941901
1527,108570.64331224578
1528,132934.77695905673
1529,150412.38127565742
1530,164869.58418248265
1531,115634.40269594232
1532,98742.64625133855
1533,147502.2485106722
1534,120411.03608982403
1535,145128.40234956532
1536,107172.43706304088
1537,67468.7361702431
1538,172756.91479170613
1539,205975.275354706
1540,100607.47428820116
1541,143595.4917006153
1542,139161.0537645976
1543,228105.70515635953
1544,81409.84333357251
1545,106003.78006194743
1546,133346.87502710827
1547,135486.6799334691
1548,134929.75774884396
1549,113487.27285838859
1550,138465.7737792498
1551,108235.14028320617
1552,142191.77014913489
1553,151717.48754610308
1554,110696.41584413311
1555,181103.89130468422
1556,95522.17896923237
1557,106555.37216400729
1558,95655.5157076288
1559,80894.02096484517
1560,128932.72437512087
1561,141951.71461673616
1562,130436.73803678546
1563,118020.9583254404
1564,167084.814933151
1565,148962.4084482326
1566,228801.5708690919
1567,73062.19366875388
1568,235058.55544690002
1569,151123.2868103763
1570,149650.5409682693
1571,123614.2570324436
1572,152415.90431492048
1573,259346.21496888465
1574,110149.13944601288
1575,216064.34810056555
1576,236151.86314121028
1577,202373.67545014663
1578,141986.37874337775
1579,145536.74515547426
1580,192793.22774362247
1581,166635.20388732286
1582,128749.82484351948
1583,331896.81378134026
1584,228957.18645717425
1585,142241.39093250834
1586,75186.57050181224
1587,99794.11586696778
1588,149872.0826787291
1589,96420.539736843
1590,135303.3724605653
1591,95146.18879666153
1592,121275.70126218189
1593,127018.6074287919
1594,134786.14609165414
1595,104968.45195418307
1596,237816.82372324422
1597,202769.24408272648
1598,202344.6095394826
1599,190719.6810941601
1600,181090.74585073636
1601,72846.639362682
1602,114423.25730084952
1603,74374.96449165214
1604,276706.8143900604
1605,241259.91564075756
1606,166678.8960985009
1607,169911.206312494
1608,212847.02204612002
1609,214667.81025306002
1610,160109.28627280836
1611,132822.23961568775
1612,161102.54201352783
1613,155390.0695103893
1614,128078.2638495442
1615,85738.46980335542
1616,70939.66519805625
1617,89587.34861757001
1618,126107.7898689738
1619,144271.6983123638
1620,174263.21909116316
1621,133410.50631784805
1622,146052.41553991567
1623,293703.513602647
1624,204689.32298336682
1625,122772.8198930234
1626,162712.13493794212
1627,188100.45543752486
1628,281545.16357226484
1629,178999.6952907174
1630,343671.02315809054
1631,217873.7437922323
1632,244538.44982129673
1633,170587.7375980884
1634,185602.737908373
1635,182249.87416240462
1636,152633.72542775207
1637,183562.28524482704
1638,199768.98746371694
1639,178254.89051132224
1640,269375.6157553789
1641,179687.67018776012
1642,229705.45646698994
1643,226484.89935874153
1644,233031.09846206685
1645,204349.68723021197
1646,157863.46931905858
1647,159065.65334394487
1648,133556.2761123796
1649,143100.19524791
1650,111322.35859722954
1651,127427.05273700572
1652,96126.53077079583
1653,100881.24667042696
1654,150160.53824241133
1655,153227.67523525134
1656,144373.37196668255
1657,148202.82817057663
1658,148933.08520735148
1659,128503.63711242548
1660,155769.19082786568
1661,474950.3882347925
1662,378160.5439229255
1663,400138.33824888826
1664,467352.79370208265
1665,316329.8488555474
1666,356295.8714941852
1667,364255.0951115705
1668,346589.47346524143
1669,282313.26692653203
1670,380324.37436041026
1671,253539.24340645794
1672,439402.0203692755
1673,320233.66455908905
1674,239377.61367502843
1675,176800.03159897483
1676,180736.22452356102
1677,208810.77746059248
1678,439274.89592433325
1679,400374.01464962674
1680,329192.27331690246
1681,245844.4291665429
1682,320375.91913138574
1683,179112.23020971517
1684,173641.93428268746
1685,169321.793359529
1686,169379.3555923535
1687,165047.9605081183
1688,189960.5624938794
1689,189587.35525621264
1690,191920.055888557
1691,180021.12287848475
1692,273385.41770192585
1693,163891.5200041381
1694,181751.55378151368
1695,163658.70643899377
1696,274773.28913051396
1697,168628.61715652182
1698,366996.76383979863
1699,311333.1853445787
1700,249346.04385902052
1701,260590.53594535385
1702,257019.00855395978
1703,263342.0909323221
1704,291801.8008780625
1705,229742.8935085015
1706,428465.53740808275
1707,221927.89343695444
1708,211649.79915502414
1709,272387.61124091677
1710,222555.89831383253
1711,256099.1886723826
1712,277579.1466553111
1713,257283.99623757572
1714,219958.81267482194
1715,212212.93788386756
1716,195958.1265334783
1717,173460.34867455947
1718,134057.7353496054
1719,194463.75390391855
1720,235411.56825763558
1721,173122.8201843156
1722,127555.94809288452
1723,153904.09079106696
1724,226057.5137299279
1725,246188.34775906865
1726,187984.89302523818
1727,157267.39995183202
1728,181702.20301728055
1729,163174.77824765016
1730,155822.65677085432
1731,123876.9170586842
1732,134171.57155169005
1733,121713.5438908358
1734,123377.52134566524
1735,140065.26846451432
1736,119466.14535306706
1737,329228.6118669053
1738,223254.599839025
1739,261280.04656854717
1740,215983.44690526172
1741,189890.10248985965
1742,164949.39734604128
1743,172732.65998545336
1744,325071.77761280024
1745,224430.0304778222
1746,210456.57558139882
1747,225938.3730803443
1748,226143.33198275408
1749,153011.54611609833
1750,125452.17930059563
1751,252218.0653663347
1752,121214.77262033746
1753,146137.5515139016
1754,191293.1134839821
1755,168325.1636512893
1756,130224.2718835998
1757,119588.36148765526
1758,151895.20633303717
1759,165806.6631187595
1760,165710.06520039603
1761,137042.68623620947
1762,188218.62661316403
1763,169359.05006980925
1764,122296.06155316392
1765,174009.81365017733
1766,174235.86923178373
1767,209183.52914542003
1768,144411.2499733355
1769,182932.33087045784
1770,148313.6041330631
1771,131969.96157665915
1772,133302.11763427663
1773,127498.85428783024
1774,134349.53650524642
1775,138252.36684035434
1776,119868.61606962897
1777,113808.69438212046
1778,132131.1403712907
1779,123674.9979084001
1780,168598.73937862564
1781,131612.53475442546
1782,103828.06268667436
1783,143698.32276269654
1784,103902.20894179356
1785,116181.43455595654
1786,144642.22260387853
1787,165057.94384433233
1788,60488.964349016285
1789,101952.85039488459
1790,91767.04783662966
1791,199809.03907072011
1792,154490.96149465378
1793,132880.36802893883
1794,147434.4170398722
1795,131579.73957097458
1796,132620.370991631
1797,119095.85766962403
1798,122908.01970290288
1799,115353.04356494154
1800,130111.08931803358
1801,127090.0449924887
1802,128337.38107167889
1803,147459.9861971251
1804,148354.739960331
1805,141220.4365568168
1806,125893.89645314304
1807,136030.4462211767
1808,125166.8497932941
1809,113008.96056366542
1810,135455.07897044593
1811,89861.39407676867
1812,98508.06522043602
1813,121598.13916540945
1814,94006.78508747507
1815,53259.377907848204
1816,97094.72857125262
1817,112540.17845227501
1818,141788.48799809243
1819,121753.8407353636
1820,53807.2023092687
1821,112919.20774282033
1822,145291.87484063313
1823,35285.61909958589
1824,131886.10404682026
1825,142553.8556937004
1826,112759.92356242519
1827,104672.55785642884
1828,137919.44487370976
1829,124840.31400573667
1830,137176.59137570785
1831,150573.35310796218
1832,93769.56262632617
1833,142504.55655277323
1834,121964.01970844911
1835,151128.72026275145
1836,126578.22925983892
1837,92123.47712048014
1838,119257.34250447992
1839,101785.3445999058
1840,126262.8645629186
1841,132788.5642117084
1842,82408.19360799172
1843,131452.5045370917
1844,142863.9349441369
1845,140567.42577106648
1846,149506.45591163915
1847,175428.43596390815
1848,52892.90002952737
1849,108529.18043978554
1850,115147.83906743325
1851,152687.7885943575
1852,125343.96608137083
1853,137428.95709064603
1854,175316.9355717191
1855,140303.68125539552
1856,217712.83725561976
1857,149167.19035052924
1858,132887.9755030144
1859,119333.46671880034
1860,141012.08217442888
1861,119569.491508704
1862,294036.01677805046
1863,288726.2795667163
1864,288726.2795667163
1865,331787.52872283105
1866,336310.26668586954
1867,237203.55188753214
1868,305151.56417510245
1869,200593.0220741892
1870,235763.84654604137
1871,238612.73801366
1872,167245.53597006254
1873,238321.8157499427
1874,149674.43262879644
1875,208695.90721512298
1876,196676.7034664322
1877,215566.11712749588
1878,190188.4273931055
1879,137046.75036658964
1880,137072.32931511637
1881,252500.92207551847
1882,249816.74196327137
1883,186867.58960186507
1884,205647.81322510316
1885,258162.09254855523
1886,306652.05469922477
1887,204221.5511141205
1888,279899.91781101143
1889,159167.3824180956
1890,132376.33222834012
1891,130966.04123747468
1892,107371.62816636966
1893,134988.51302174843
1894,126397.65036003836
1895,130946.67613253777
1896,125890.01823665579
1897,117736.3096210879
1898,113253.67675873045
1899,148199.96204416247
1900,148359.86103511322
1901,170875.92204254086
1902,137771.00612576318
1903,232507.16111831815
1904,139127.7097722589
1905,191088.93415077822
1906,168985.37199852796
1907,210579.92661794712
1908,106413.59791478807
1909,140146.95878936475
1910,123344.68166288074
1911,215550.0085770424
1912,286677.5441738152
1913,137621.04018771354
1914,50802.77154317108
1915,353129.4332000363
1916,73199.14998699132
1917,254810.27477070712
1918,145299.68248952954
1919,174109.2763221048
1920,148514.81274878004
1921,446143.32437119173
1922,332957.2822852045
1923,226080.2900906456
1924,208333.69671705054
1925,210673.13105265552
1926,420737.05043507484
1927,139534.79526082063
1928,156443.88755823666
1929,127618.26358653742
1930,139434.16121080736
1931,147186.9531847855
1932,137201.3833153415
1933,188395.97402164247
1934,181664.86560139107
1935,173161.7566505755
1936,183837.88708491268
1937,185998.7957888328
1938,171647.74919215674
1939,249157.8258327322
1940,190017.20650159882
1941,172579.2905662319
1942,190560.88832777197
1943,202532.34242688082
1944,348085.36797270284
1945,384287.8203742968
1946,148739.2689457053
1947,318259.3156856358
1948,174189.92373782466
1949,239671.39288720879
1950,179654.8867719745
1951,255222.97655234428
1952,202408.14389794334
1953,169751.80013638735
1954,193351.53682312704
1955,130165.24880227083
1956,277044.62082622363
1957,146916.8994030839
1958,321390.05032049667
1959,146960.11249212295
1960,116566.18074444999
1961,124336.04602270597
1962,95869.89460002151
1963,110286.61046152293
1964,107254.35449704956
1965,147712.37882460828
1966,145517.04968148292
1967,293041.3942330518
1968,430712.6313570143
1969,407386.1472631305
1970,410099.0527891766
1971,446170.7117094974
1972,379633.61638431123
1973,289668.5620405108
1974,310141.0200457589
1975,449032.850455986
1976,273924.60033625737
1977,362627.11824828765
1978,353225.0973180003
1979,324575.61470495997
1980,189829.19494209744
1981,354346.17800535634
1982,214073.18681987352
1983,198861.70580608633
1984,163941.37508690666
1985,213745.4351702095
1986,207713.12370020992
1987,171983.55187642167
1988,176603.17334494126
1989,193130.43952384923
1990,219453.4124781762
1991,240563.79940126272
1992,212191.95785282925
1993,167889.67675017085
1994,251141.63731149063
1995,187664.75925782303
1996,244459.12349206774
1997,290395.3411866233
1998,359210.64152714686
1999,250538.72480662717
2000,294849.1972434226
2001,256605.19555438726
2002,243041.25357448796
2003,259237.30051706408
2004,267633.5427240218
2005,226507.61404753654
2006,238491.99914003705
2007,244760.12296386165
2008,211864.87590410808
2009,186203.2333221191
2010,200777.21897776498
2011,136046.5377633619
2012,179936.2382865427
2013,183486.0249607654
2014,185435.47191458676
2015,208600.51676093403
2016,188980.35745921766
2017,200647.21425963566
2018,138430.48599346544
2019,138191.11481707107
2020,109408.92851862573
2021,110630.96815095954
2022,174129.9657724718
2023,143356.6805280662
2024,254482.50866940105
2025,333564.6540028163
2026,180243.49824392563
2027,148081.07146858255
2028,146243.10122349768
2029,164448.23471147145
2030,276580.03244767594
2031,239112.38344066954
2032,260790.73698074327
2033,267759.3860658199
2034,165591.93958766502
2035,219423.93285586912
2036,187236.21241807245
2037,186495.7823050466
2038,284330.705571224
2039,222094.83323246322
2040,294490.5428649102
2041,308563.5855695023
2042,201298.24803362443
2043,174185.46916631627
2044,166577.82684751344
2045,217910.61743903928
2046,144345.56095549496
2047,143010.20305568932
2048,138879.0940802375
2049,145686.8797681567
2050,187832.62000782267
2051,108927.16256873298
2052,122165.21092582907
2053,149591.98770778248
2054,90667.07397407225
2055,157806.28534561876
2056,146790.98060202762
2057,119592.55395989133
2058,226655.57836440747
2059,137065.77649778727
2060,169308.94771738036
2061,169181.49170636223
2062,132852.8661938093
2063,114819.08674805053
2064,141719.18955318246
2065,117905.49774535585
2066,171501.75188569704
2067,128041.94950801233
2068,139427.2535242837
2069,89458.2236846737
2070,107806.80364695405
2071,101509.4077667607
2072,130597.1646301875
2073,148895.39572787468
2074,196056.089907942
2075,151620.12895630876
2076,119937.0377634528
2077,152716.21076778683
