,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
0,12/31/2020/00:00,8.81577,73.8,0.08549,0.051,0.119,60651.04770900256
1,12/31/2020/00:10,8.66642,74.5,0.08549,0.07,0.085,60952.523892305886
4,12/31/2020/00:40,8.15863,75.7,0.08343,0.048,0.085,62565.06354905179
6,12/31/2020/01:00,7.87023,77.7,0.0824,0.048,0.096,56820.29118357132
7,12/31/2020/01:10,7.720880000000001,78.2,0.08755,0.055,0.093,56446.67206123287
11,12/31/2020/01:50,7.695130000000001,76.7,0.08549,0.059,0.126,56076.26385039216
13,12/31/2020/02:10,7.17704,78.8,0.08652,0.07,0.134,51074.27304171554
23,12/31/2020/03:50,7.00915,76.2,0.08343,0.059,0.134,51367.591399383564
30,12/31/2020/05:00,7.1420200000000005,72.9,0.08446,0.055,0.134,49220.05328001144
31,12/31/2020/05:10,6.9195400000000005,75.8,0.0824,0.051,0.152,50194.649010498484
33,12/31/2020/05:30,6.857740000000001,73.5,0.0824,0.044,0.104,50451.064810160955
34,12/31/2020/05:40,6.57346,76.9,0.08343,0.073,0.148,50587.93021337011
38,12/31/2020/06:20,6.97207,75.6,0.08446,0.099,0.063,47722.83607035405
40,12/31/2020/06:40,6.60024,76.7,0.08446,0.037,0.119,47879.42003395806
43,12/31/2020/07:10,6.70839,74.6,0.08652,0.055,0.134,43800.82604099571
49,12/31/2020/08:10,7.01121,73.1,0.08446,0.955,0.949,43784.15672063284
52,12/31/2020/08:40,6.53638,74.8,0.08446,12.64,10.13,45280.503225254186
61,12/31/2020/10:10,8.07108,71.3,2.7398,257.9,31.01,57678.42917618077
62,12/31/2020/10:20,8.23588,69.85,5.0779,282.7,31.96,58975.71092433253
65,12/31/2020/10:50,9.26279,66.14,5.06554,349.6,33.41,58546.13872107085
70,12/31/2020/11:40,13.4518,53.52,0.08446,430.9,37.58,62730.8202032314
71,12/31/2020/11:50,14.832,53.26,0.0824,437.5,43.46,62237.07594923027
75,12/31/2020/12:30,18.076500000000003,58.7,0.07725,486.1,39.46,63669.31502046266
80,12/31/2020/13:20,18.2619,59.33,0.07828,498.8,44.65,65030.40633145005
83,12/31/2020/13:50,18.2825,52.45,0.07931,482.4,38.65,64057.993831810294
86,12/31/2020/14:20,18.2516,55.86,0.07931,456.1,39.95,64308.87251985226
90,12/31/2020/15:00,18.1692,57.26,0.07931,409.0,44.9,63379.46632875958
95,12/31/2020/15:50,17.8602,58.7,0.07725,149.5,67.85,64455.62067683118
96,12/31/2020/16:00,17.849899999999998,59.23,0.07931,209.1,128.9,63298.009125354925
98,12/31/2020/16:20,18.0662,58.3,0.07828,241.3,246.0,63162.562213007826
103,12/31/2020/17:10,17.870500000000003,59.3,0.07931,132.0,163.0,74027.2959089254
107,12/31/2020/17:50,17.2113,61.87,0.0885799999999999,26.51,28.08,79249.34479750542
108,12/31/2020/18:00,16.9744,63.27,0.0824,18.0,18.29,88349.4348604317
109,12/31/2020/18:10,16.7787,63.94,0.08034,6.994,7.02,89073.21426427532
110,12/31/2020/18:20,16.5727,64.87,0.08034,2.818,2.763,87708.00955867446
114,12/31/2020/19:00,14.9453,68.35,0.07931,0.055,0.085,88737.21719233299
116,12/31/2020/19:20,14.1625,70.7,0.08137,0.055,0.126,88747.20901706198
118,12/31/2020/19:40,13.905,70.6,0.08034,0.059,0.074,89425.9177095609
120,12/31/2020/20:00,13.8226,71.2,0.07828,0.073,0.085,88734.34164508322
128,12/31/2020/21:20,13.8947,73.1,0.07931,0.044,0.085,84164.49548592063
130,12/31/2020/21:40,14.2552,68.78,0.07622,0.066,0.093,84335.15523896528
134,12/31/2020/22:20,15.6354,63.97,0.07725,0.081,0.093,78349.42336512309
144,01/01/2021/00:00,13.4003,75.8,0.07828,0.033,0.163,63226.63965483826
147,01/01/2021/00:30,12.6793,79.2,0.07828,0.091,0.134,63140.246253240744
150,01/01/2021/01:00,13.3282,78.1,0.07622,0.084,0.108,56193.25952302069
152,01/01/2021/01:20,13.4106,77.5,0.08343,0.062,0.178,56232.80831302209
157,01/01/2021/02:10,13.5651,77.3,0.07931,0.066,0.13,52453.47400634037
158,01/01/2021/02:20,13.493,75.6,0.07931,0.077,0.156,51927.11372144901
165,01/01/2021/03:30,13.0604,79.4,0.08137,0.059,0.156,50769.72233444352
167,01/01/2021/03:50,12.7102,80.6,0.08034,0.088,0.119,49619.864459209675
171,01/01/2021/04:30,12.7617,81.5,0.07622,0.088,0.119,49488.02524591484
173,01/01/2021/04:50,12.3291,82.8,0.07931,0.066,0.178,50133.770057941525
176,01/01/2021/05:20,12.0922,82.8,0.08343,0.106,0.126,51914.47482910558
180,01/01/2021/06:00,11.9274,84.5,0.07725,0.048,0.134,52376.852504896466
181,01/01/2021/06:10,11.7832,84.1,0.07725,0.07,0.145,52376.852504896466
182,01/01/2021/06:20,11.742,84.4,0.07931,0.07,0.122,52439.18773610158
186,01/01/2021/07:00,11.5051,85.8,0.08034,0.073,0.163,49564.64006723929
194,01/01/2021/08:20,11.288800000000002,83.4,0.08549,2.95,2.867,53822.55071844978
195,01/01/2021/08:30,11.031300000000002,83.9,0.08343,6.657,6.472,54607.20561818007
196,01/01/2021/08:40,10.8356,85.1,0.08343,13.02,11.56,54607.20561818007
198,01/01/2021/09:00,10.7532,85.9,0.0824,64.11,24.49,60672.60557699618
199,01/01/2021/09:10,11.0107,86.7,0.08137,92.3,27.88,60087.9830353451
200,01/01/2021/09:20,11.3506,86.7,0.08446,117.2,30.43,61416.9495722922
204,01/01/2021/10:00,14.0904,81.7,0.0824,218.3,39.07,68896.78642770987
210,01/01/2021/11:00,17.0465,64.11,0.07931,360.7,41.43,72332.86525577033
212,01/01/2021/11:20,17.592399999999998,57.23,0.07828,396.6,40.66,72204.47958224364
214,01/01/2021/11:40,17.7984,56.49,0.07725,425.6,41.84,72122.85388915487
216,01/01/2021/12:00,17.726300000000002,55.69,0.07931,452.5,41.73,74030.2694649635
217,01/01/2021/12:10,17.6954,57.2,0.08034,460.5,42.38,73690.85287343312
219,01/01/2021/12:30,17.613000000000003,58.33,0.07828,476.2,43.25,73741.40665461143
225,01/01/2021/13:30,17.849899999999998,59.16,0.07828,484.1,43.72,73451.05624674555
226,01/01/2021/13:40,17.9323,58.13,0.07828,481.1,43.82,73722.17578777422
231,01/01/2021/14:30,18.076500000000003,55.99,0.07622,441.9,41.88,73170.44123580559
233,01/01/2021/14:50,18.1692,55.35,0.07931,413.9,41.5,73670.47783606987
237,01/01/2021/15:30,17.9735,57.86,0.07725,345.8,57.35,72808.05655987388
239,01/01/2021/15:50,17.901400000000002,58.02,0.07622,302.9,121.3,72643.57813920932
241,01/01/2021/16:10,17.7469,59.76,0.07931,260.6,238.0,72015.51356052479
242,01/01/2021/16:20,17.7469,61.12,0.07725,238.2,253.4,71889.36928574754
248,01/01/2021/17:20,17.5306,62.32,0.07828,98.7,123.7,78124.39485321031
250,01/01/2021/17:40,17.314300000000003,61.79,0.08034,58.1,75.3,84575.32267485537
251,01/01/2021/17:50,17.1804,62.05,0.08137,22.4,25.24,83713.18193902799
252,01/01/2021/18:00,17.0362,64.02,0.07622,11.04,11.2,98382.60263210628
261,01/01/2021/19:30,15.8929,69.86,0.07828,0.04,0.108,98807.10629435409
262,01/01/2021/19:40,15.8105,69.86,0.07828,0.073,0.078,98467.32431577437
263,01/01/2021/19:50,15.656,70.5,0.07828,0.055,0.122,98957.21765680965
266,01/01/2021/20:20,15.8826,68.52,0.07725,0.055,0.093,98834.63407638385
267,01/01/2021/20:30,15.759,69.03,0.07725,0.055,0.093,99393.73119850997
268,01/01/2021/20:40,15.7899,68.72,0.07828,0.066,0.108,98808.92421219991
273,01/01/2021/21:30,15.4809,66.62,0.07622,0.07,0.085,96257.39954351405
274,01/01/2021/21:40,15.3779,67.29,0.07828,0.07,0.111,96231.68967933011
277,01/01/2021/22:10,15.3161,67.96,0.07725,0.066,0.134,88192.01267395075
278,01/01/2021/22:20,15.3676,68.52,0.07622,0.037,0.148,88117.94933415992
279,01/01/2021/22:30,15.4088,68.62,0.07725,0.102,0.063,88399.03054554878
280,01/01/2021/22:40,15.3264,69.33,0.07725,0.062,0.152,88438.8200899837
283,01/01/2021/23:10,15.1925,70.4,0.07313,0.051,0.152,76529.97997213103
285,01/01/2021/23:30,14.6569,72.9,0.07931,0.059,0.111,75314.13891159843
289,01/02/2021/00:10,14.5848,74.0,0.0741599999999999,0.07,0.141,63249.12225759108
292,01/02/2021/00:40,13.8535,77.7,0.07622,0.073,0.115,63428.396369768816
295,01/02/2021/01:10,14.821700000000002,71.0,0.08034,0.062,0.148,55899.71968340177
297,01/02/2021/01:30,14.832,71.5,0.07725,0.062,0.156,56163.771196885304
304,01/02/2021/02:40,14.6878,75.5,0.07828,0.073,0.163,52806.56722821685
308,01/02/2021/03:20,14.626,73.8,0.0741599999999999,0.084,0.178,50707.78518507299
309,01/02/2021/03:30,14.4612,74.7,0.07931,0.077,0.134,50362.14540859205
311,01/02/2021/03:50,14.3376,75.2,0.07931,0.059,0.182,50738.17607249355
312,01/02/2021/04:00,14.2655,75.1,0.08549,0.077,0.156,50453.246985410464
313,01/02/2021/04:10,14.0698,75.5,0.08652,0.07,0.156,50898.20967684935
314,01/02/2021/04:20,13.956500000000002,76.1,0.07931,0.055,0.156,50729.95225473823
316,01/02/2021/04:40,13.5651,77.8,0.07828,0.077,0.148,50392.9827840987
317,01/02/2021/04:50,13.2149,78.5,0.07828,0.066,0.148,50939.868650977725
322,01/02/2021/05:40,13.616600000000002,80.0,0.07828,0.077,0.171,52931.12862461147
