,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
0,12/31/2020/00:00,8.81577,73.8,0.08549,0.051,0.119,67509.14000447805
1,12/31/2020/00:10,8.66642,74.5,0.08549,0.07,0.085,65897.78541635162
4,12/31/2020/00:40,8.15863,75.7,0.08343,0.048,0.085,65610.21808332783
6,12/31/2020/01:00,7.87023,77.7,0.0824,0.048,0.096,57744.75982710633
7,12/31/2020/01:10,7.720880000000001,78.2,0.08755,0.055,0.093,58001.37732634264
11,12/31/2020/01:50,7.695130000000001,76.7,0.08549,0.059,0.126,58248.66829644528
13,12/31/2020/02:10,7.17704,78.8,0.08652,0.07,0.134,53979.41495370734
23,12/31/2020/03:50,7.00915,76.2,0.08343,0.059,0.134,50135.25840981993
30,12/31/2020/05:00,7.1420200000000005,72.9,0.08446,0.055,0.134,49705.12091765463
31,12/31/2020/05:10,6.9195400000000005,75.8,0.0824,0.051,0.152,50208.046933569894
33,12/31/2020/05:30,6.857740000000001,73.5,0.0824,0.044,0.104,49755.356025105655
34,12/31/2020/05:40,6.57346,76.9,0.08343,0.073,0.148,49985.92877390477
38,12/31/2020/06:20,6.97207,75.6,0.08446,0.099,0.063,50400.314736836735
40,12/31/2020/06:40,6.60024,76.7,0.08446,0.037,0.119,50480.94390830858
43,12/31/2020/07:10,6.70839,74.6,0.08652,0.055,0.134,41017.16184400774
49,12/31/2020/08:10,7.01121,73.1,0.08446,0.955,0.949,41631.48597919812
52,12/31/2020/08:40,6.53638,74.8,0.08446,12.64,10.13,43903.411036117504
61,12/31/2020/10:10,8.07108,71.3,2.7398,257.9,31.01,56392.96301929502
62,12/31/2020/10:20,8.23588,69.85,5.0779,282.7,31.96,57858.943028402085
65,12/31/2020/10:50,9.26279,66.14,5.06554,349.6,33.41,60360.15851542918
70,12/31/2020/11:40,13.4518,53.52,0.08446,430.9,37.58,65548.08817603772
71,12/31/2020/11:50,14.832,53.26,0.0824,437.5,43.46,65537.85979205291
75,12/31/2020/12:30,18.076500000000003,58.7,0.07725,486.1,39.46,67231.32211113742
80,12/31/2020/13:20,18.2619,59.33,0.07828,498.8,44.65,67699.96457693419
83,12/31/2020/13:50,18.2825,52.45,0.07931,482.4,38.65,66787.11148310539
86,12/31/2020/14:20,18.2516,55.86,0.07931,456.1,39.95,66521.57569743537
90,12/31/2020/15:00,18.1692,57.26,0.07931,409.0,44.9,65892.13313215518
95,12/31/2020/15:50,17.8602,58.7,0.07725,149.5,67.85,65215.57491729148
96,12/31/2020/16:00,17.849899999999998,59.23,0.07931,209.1,128.9,65142.62486013306
98,12/31/2020/16:20,18.0662,58.3,0.07828,241.3,246.0,64958.43057167494
103,12/31/2020/17:10,17.870500000000003,59.3,0.07931,132.0,163.0,74017.18343040948
107,12/31/2020/17:50,17.2113,61.87,0.0885799999999999,26.51,28.08,84792.89962343701
108,12/31/2020/18:00,16.9744,63.27,0.0824,18.0,18.29,90983.47926161821
109,12/31/2020/18:10,16.7787,63.94,0.08034,6.994,7.02,92372.4061889475
110,12/31/2020/18:20,16.5727,64.87,0.08034,2.818,2.763,92288.53150298931
114,12/31/2020/19:00,14.9453,68.35,0.07931,0.055,0.085,93877.45789650918
116,12/31/2020/19:20,14.1625,70.7,0.08137,0.055,0.126,93887.11764710868
118,12/31/2020/19:40,13.905,70.6,0.08034,0.059,0.074,94089.42640137699
120,12/31/2020/20:00,13.8226,71.2,0.07828,0.073,0.085,94815.32187169106
128,12/31/2020/21:20,13.8947,73.1,0.07931,0.044,0.085,91865.9970025399
130,12/31/2020/21:40,14.2552,68.78,0.07622,0.066,0.093,91680.73629774133
134,12/31/2020/22:20,15.6354,63.97,0.07725,0.081,0.093,83992.33695473422
144,01/01/2021/00:00,13.4003,75.8,0.07828,0.033,0.163,61603.5501342909
147,01/01/2021/00:30,12.6793,79.2,0.07828,0.091,0.134,62347.36604254856
150,01/01/2021/01:00,13.3282,78.1,0.07622,0.084,0.108,54480.66340953268
152,01/01/2021/01:20,13.4106,77.5,0.08343,0.062,0.178,54406.331582913874
157,01/01/2021/02:10,13.5651,77.3,0.07931,0.066,0.13,51156.26239419376
158,01/01/2021/02:20,13.493,75.6,0.07931,0.077,0.156,50666.44161730417
165,01/01/2021/03:30,13.0604,79.4,0.08137,0.059,0.156,49065.977253785626
167,01/01/2021/03:50,12.7102,80.6,0.08034,0.088,0.119,48794.598962118194
171,01/01/2021/04:30,12.7617,81.5,0.07622,0.088,0.119,48468.1924754702
173,01/01/2021/04:50,12.3291,82.8,0.07931,0.066,0.178,48316.75726088466
176,01/01/2021/05:20,12.0922,82.8,0.08343,0.106,0.126,50167.99297937957
180,01/01/2021/06:00,11.9274,84.5,0.07725,0.048,0.134,55486.89368719644
181,01/01/2021/06:10,11.7832,84.1,0.07725,0.07,0.145,55536.7261363426
182,01/01/2021/06:20,11.742,84.4,0.07931,0.07,0.122,55648.80760549274
186,01/01/2021/07:00,11.5051,85.8,0.08034,0.073,0.163,53313.84985366195
194,01/01/2021/08:20,11.288800000000002,83.4,0.08549,2.95,2.867,54123.79281235446
195,01/01/2021/08:30,11.031300000000002,83.9,0.08343,6.657,6.472,55396.80058714785
196,01/01/2021/08:40,10.8356,85.1,0.08343,13.02,11.56,55640.26714958797
198,01/01/2021/09:00,10.7532,85.9,0.0824,64.11,24.49,58825.920482604066
199,01/01/2021/09:10,11.0107,86.7,0.08137,92.3,27.88,60220.63110345828
