,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
0,12/31/2020/00:00,8.81577,73.8,0.08549,0.051,0.119,64850.281883196476
1,12/31/2020/00:10,8.66642,74.5,0.08549,0.07,0.085,65509.16831797888
4,12/31/2020/00:40,8.15863,75.7,0.08343,0.048,0.085,65245.299378229465
6,12/31/2020/01:00,7.87023,77.7,0.0824,0.048,0.096,57502.26207948359
7,12/31/2020/01:10,7.720880000000001,78.2,0.08755,0.055,0.093,57285.77407851728
11,12/31/2020/01:50,7.695130000000001,76.7,0.08549,0.059,0.126,57455.545971555875
13,12/31/2020/02:10,7.17704,78.8,0.08652,0.07,0.134,52441.057293055186
23,12/31/2020/03:50,7.00915,76.2,0.08343,0.059,0.134,49983.44373043296
30,12/31/2020/05:00,7.1420200000000005,72.9,0.08446,0.055,0.134,50081.26534900955
31,12/31/2020/05:10,6.9195400000000005,75.8,0.0824,0.051,0.152,50544.79279355015
33,12/31/2020/05:30,6.857740000000001,73.5,0.0824,0.044,0.104,50011.06863207876
34,12/31/2020/05:40,6.57346,76.9,0.08343,0.073,0.148,50469.782920521786
38,12/31/2020/06:20,6.97207,75.6,0.08446,0.099,0.063,49123.0269959305
40,12/31/2020/06:40,6.60024,76.7,0.08446,0.037,0.119,49597.22930897615
43,12/31/2020/07:10,6.70839,74.6,0.08652,0.055,0.134,41342.98103160107
49,12/31/2020/08:10,7.01121,73.1,0.08446,0.955,0.949,41047.927774055715
52,12/31/2020/08:40,6.53638,74.8,0.08446,12.64,10.13,44493.947328243914
61,12/31/2020/10:10,8.07108,71.3,2.7398,257.9,31.01,55926.66192189784
62,12/31/2020/10:20,8.23588,69.85,5.0779,282.7,31.96,57486.48586928052
65,12/31/2020/10:50,9.26279,66.14,5.06554,349.6,33.41,60083.15732290771
70,12/31/2020/11:40,13.4518,53.52,0.08446,430.9,37.58,61971.25165918853
71,12/31/2020/11:50,14.832,53.26,0.0824,437.5,43.46,62249.952720405934
75,12/31/2020/12:30,18.076500000000003,58.7,0.07725,486.1,39.46,67260.63393375334
80,12/31/2020/13:20,18.2619,59.33,0.07828,498.8,44.65,67777.8991686695
83,12/31/2020/13:50,18.2825,52.45,0.07931,482.4,38.65,66824.36574720866
86,12/31/2020/14:20,18.2516,55.86,0.07931,456.1,39.95,66681.8014104971
90,12/31/2020/15:00,18.1692,57.26,0.07931,409.0,44.9,65952.6709212301
95,12/31/2020/15:50,17.8602,58.7,0.07725,149.5,67.85,65466.031184037005
96,12/31/2020/16:00,17.849899999999998,59.23,0.07931,209.1,128.9,64565.034420202595
98,12/31/2020/16:20,18.0662,58.3,0.07828,241.3,246.0,64346.45664210114
103,12/31/2020/17:10,17.870500000000003,59.3,0.07931,132.0,163.0,71454.10784519161
107,12/31/2020/17:50,17.2113,61.87,0.0885799999999999,26.51,28.08,85354.3087932445
108,12/31/2020/18:00,16.9744,63.27,0.0824,18.0,18.29,88245.92807897295
109,12/31/2020/18:10,16.7787,63.94,0.08034,6.994,7.02,89932.11581884093
110,12/31/2020/18:20,16.5727,64.87,0.08034,2.818,2.763,89430.23844361297
114,12/31/2020/19:00,14.9453,68.35,0.07931,0.055,0.085,93155.74773255253
116,12/31/2020/19:20,14.1625,70.7,0.08137,0.055,0.126,92344.07890568508
118,12/31/2020/19:40,13.905,70.6,0.08034,0.059,0.074,94044.71646266252
120,12/31/2020/20:00,13.8226,71.2,0.07828,0.073,0.085,94288.99173594758
128,12/31/2020/21:20,13.8947,73.1,0.07931,0.044,0.085,87857.76053492553
130,12/31/2020/21:40,14.2552,68.78,0.07622,0.066,0.093,88717.81509447811
134,12/31/2020/22:20,15.6354,63.97,0.07725,0.081,0.093,82151.7713837021
144,01/01/2021/00:00,13.4003,75.8,0.07828,0.033,0.163,62284.36056316846
147,01/01/2021/00:30,12.6793,79.2,0.07828,0.091,0.134,62646.694304561985
150,01/01/2021/01:00,13.3282,78.1,0.07622,0.084,0.108,55761.268349058504
152,01/01/2021/01:20,13.4106,77.5,0.08343,0.062,0.178,55403.768263095546
157,01/01/2021/02:10,13.5651,77.3,0.07931,0.066,0.13,52434.854117298026
158,01/01/2021/02:20,13.493,75.6,0.07931,0.077,0.156,51079.91036748558
165,01/01/2021/03:30,13.0604,79.4,0.08137,0.059,0.156,49404.756136349424
167,01/01/2021/03:50,12.7102,80.6,0.08034,0.088,0.119,48794.58058207698
171,01/01/2021/04:30,12.7617,81.5,0.07622,0.088,0.119,48573.60088404254
173,01/01/2021/04:50,12.3291,82.8,0.07931,0.066,0.178,48561.274340296455
176,01/01/2021/05:20,12.0922,82.8,0.08343,0.106,0.126,51375.69072016402
180,01/01/2021/06:00,11.9274,84.5,0.07725,0.048,0.134,55823.088554053524
181,01/01/2021/06:10,11.7832,84.1,0.07725,0.07,0.145,55721.0514563
