,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
0,12/31/2020/00:00,8.81577,73.8,0.08549,0.051,0.119,60722.82885108551
1,12/31/2020/00:10,8.66642,74.5,0.08549,0.07,0.085,60891.204459310014
4,12/31/2020/00:40,8.15863,75.7,0.08343,0.048,0.085,61100.6422235663
6,12/31/2020/01:00,7.87023,77.7,0.0824,0.048,0.096,55255.40359575024
7,12/31/2020/01:10,7.720880000000001,78.2,0.08755,0.055,0.093,54628.95519284672
11,12/31/2020/01:50,7.695130000000001,76.7,0.08549,0.059,0.126,54916.07625757272
13,12/31/2020/02:10,7.17704,78.8,0.08652,0.07,0.134,51805.10459123466
23,12/31/2020/03:50,7.00915,76.2,0.08343,0.059,0.134,50057.16783098245
30,12/31/2020/05:00,7.1420200000000005,72.9,0.08446,0.055,0.134,50092.3877521107
31,12/31/2020/05:10,6.9195400000000005,75.8,0.0824,0.051,0.152,49957.59422933533
33,12/31/2020/05:30,6.857740000000001,73.5,0.0824,0.044,0.104,50298.73439045555
34,12/31/2020/05:40,6.57346,76.9,0.08343,0.073,0.148,50735.63918612638
38,12/31/2020/06:20,6.97207,75.6,0.08446,0.099,0.063,51266.03283542164
40,12/31/2020/06:40,6.60024,76.7,0.08446,0.037,0.119,51504.63621119241
43,12/31/2020/07:10,6.70839,74.6,0.08652,0.055,0.134,45881.73926029759
49,12/31/2020/08:10,7.01121,73.1,0.08446,0.955,0.949,46212.780877677615
52,12/31/2020/08:40,6.53638,74.8,0.08446,12.64,10.13,51901.9375031361
61,12/31/2020/10:10,8.07108,71.3,2.7398,257.9,31.01,59984.36708161538
62,12/31/2020/10:20,8.23588,69.85,5.0779,282.7,31.96,60165.62107922214
65,12/31/2020/10:50,9.26279,66.14,5.06554,349.6,33.41,64090.39595782848
70,12/31/2020/11:40,13.4518,53.52,0.08446,430.9,37.58,68636.63019931532
71,12/31/2020/11:50,14.832,53.26,0.0824,437.5,43.46,68514.31908859113
75,12/31/2020/12:30,18.076500000000003,58.7,0.07725,486.1,39.46,67299.14589790713
80,12/31/2020/13:20,18.2619,59.33,0.07828,498.8,44.65,67610.62342017196
83,12/31/2020/13:50,18.2825,52.45,0.07931,482.4,38.65,68529.98458817106
