,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
0,12/31/2020/00:00,8.81577,73.8,0.08549,0.051,0.119,63635.93946394557
1,12/31/2020/00:10,8.66642,74.5,0.08549,0.07,0.085,63602.698058372196
4,12/31/2020/00:40,8.15863,75.7,0.08343,0.048,0.085,64091.2880297831
6,12/31/2020/01:00,7.87023,77.7,0.0824,0.048,0.096,57067.99215011154
7,12/31/2020/01:10,7.720880000000001,78.2,0.08755,0.055,0.093,54857.041635496644
11,12/31/2020/01:50,7.695130000000001,76.7,0.08549,0.059,0.126,55097.30208036365
13,12/31/2020/02:10,7.17704,78.8,0.08652,0.07,0.134,51156.771176903734
23,12/31/2020/03:50,7.00915,76.2,0.08343,0.059,0.134,49167.64969670356
30,12/31/2020/05:00,7.1420200000000005,72.9,0.08446,0.055,0.134,49887.81877763763
31,12/31/2020/05:10,6.9195400000000005,75.8,0.0824,0.051,0.152,50058.59615944711
33,12/31/2020/05:30,6.857740000000001,73.5,0.0824,0.044,0.104,47338.61684414736
34,12/31/2020/05:40,6.57346,76.9,0.08343,0.073,0.148,49616.57508162228
38,12/31/2020/06:20,6.97207,75.6,0.08446,0.099,0.063,49227.378268828856
40,12/31/2020/06:40,6.60024,76.7,0.08446,0.037,0.119,48827.564647298896
43,12/31/2020/07:10,6.70839,74.6,0.08652,0.055,0.134,43280.99927553403
49,12/31/2020/08:10,7.01121,73.1,0.08446,0.955,0.949,46346.00683252588
52,12/31/2020/08:40,6.53638,74.8,0.08446,12.64,10.13,46361.3067697713
61,12/31/2020/10:10,8.07108,71.3,2.7398,257.9,31.01,56461.08552830218
62,12/31/2020/10:20,8.23588,69.85,5.0779,282.7,31.96,56778.12521099894
65,12/31/2020/10:50,9.26279,66.14,5.06554,349.6,33.41,57889.059215578665
70,12/31/2020/11:40,13.4518,53.52,0.08446,430.9,37.58,62565.13576579429
71,12/31/2020/11:50,14.832,53.26,0.0824,437.5,43.46,61642.41085558901
75,12/31/2020/12:30,18.076500000000003,58.7,0.07725,486.1,39.46,64267.66250819377
80,12/31/2020/13:20,18.2619,59.33,0.07828,498.8,44.65,65138.84725439067
83,12/31/2020/13:50,18.2825,52.45,0.07931,482.4,38.65,65299.82079667875
86,12/31/2020/14:20,18.2516,55.86,0.07931,456.1,39.95,64847.456978162205
90,12/31/2020/15:00,18.1692,57.26,0.07931,409.0,44.9,63851.514345425116
95,12/31/2020/15:50,17.8602,58.7,0.07725,149.5,67.85,63264.15042308894
96,12/31/2020/16:00,17.849899999999998,59.23,0.07931,209.1,128.9,62707.19522160249
98,12/31/2020/16:20,18.0662,58.3,0.07828,241.3,246.0,61630.36488981196
103,12/31/2020/17:10,17.870500000000003,59.3,0.07931,132.0,163.0,69141.71824379994
107,12/31/2020/17:50,17.2113,61.87,0.0885799999999999,26.51,28.08,78517.27740105109
108,12/31/2020/18:00,16.9744,63.27,0.0824,18.0,18.29,86757.95148483824
109,12/31/2020/18:10,16.7787,63.94,0.08034,6.994,7.02,87866.43263898084
110,12/31/2020/18:20,16.5727,64.87,0.08034,2.818,2.763,87159.5510616998
114,12/31/2020/19:00,14.9453,68.35,0.07931,0.055,0.085,89124.33296289679
116,12/31/2020/19:20,14.1625,70.7,0.08137,0.055,0.126,89263.25283959931
118,12/31/2020/19:40,13.905,70.6,0.08034,0.059,0.074,89835.45175123405
120,12/31/2020/20:00,13.8226,71.2,0.07828,0.073,0.085,88628.602232679
128,12/31/2020/21:20,13.8947,73.1,0.07931,0.044,0.085,85361.8124918057
130,12/31/2020/21:40,14.2552,68.78,0.07622,0.066,0.093,85146.92087385664
134,12/31/2020/22:20,15.6354,63.97,0.07725,0.081,0.093,79884.67728522042
144,01/01/2021/00:00,13.4003,75.8,0.07828,0.033,0.163,64257.75142225121
