,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
0,12/31/2020/00:00,8.81577,73.8,0.08549,0.051,0.119,63636.47425554856
1,12/31/2020/00:10,8.66642,74.5,0.08549,0.07,0.085,64239.68818121433
4,12/31/2020/00:40,8.15863,75.7,0.08343,0.048,0.085,64963.85494585257
6,12/31/2020/01:00,7.87023,77.7,0.0824,0.048,0.096,58006.60429396609
7,12/31/2020/01:10,7.720880000000001,78.2,0.08755,0.055,0.093,58038.82914054815
11,12/31/2020/01:50,7.695130000000001,76.7,0.08549,0.059,0.126,58193.47938464218
13,12/31/2020/02:10,7.17704,78.8,0.08652,0.07,0.134,53492.12236285227
23,12/31/2020/03:50,7.00915,76.2,0.08343,0.059,0.134,50218.81058691987
30,12/31/2020/05:00,7.1420200000000005,72.9,0.08446,0.055,0.134,50598.18559909097
31,12/31/2020/05:10,6.9195400000000005,75.8,0.0824,0.051,0.152,50736.98340873837
33,12/31/2020/05:30,6.857740000000001,73.5,0.0824,0.044,0.104,50542.146443835496
34,12/31/2020/05:40,6.57346,76.9,0.08343,0.073,0.148,50691.65547654355
38,12/31/2020/06:20,6.97207,75.6,0.08446,0.099,0.063,51159.509951099484
40,12/31/2020/06:40,6.60024,76.7,0.08446,0.037,0.119,51373.390670516535
43,12/31/2020/07:10,6.70839,74.6,0.08652,0.055,0.134,41215.92546137719
49,12/31/2020/08:10,7.01121,73.1,0.08446,0.955,0.949,41789.557255125124
52,12/31/2020/08:40,6.53638,74.8,0.08446,12.64,10.13,44470.7312239774
61,12/31/2020/10:10,8.07108,71.3,2.7398,257.9,31.01,56872.99814076362
62,12/31/2020/10:20,8.23588,69.85,5.0779,282.7,31.96,59005.73154002558
65,12/31/2020/10:50,9.26279,66.14,5.06554,349.6,33.41,60399.688931953766
70,12/31/2020/11:40,13.4518,53.52,0.08446,430.9,37.58,65747.30595096151
71,12/31/2020/11:50,14.832,53.26,0.0824,437.5,43.46,65744.54278690487
75,12/31/2020/12:30,18.076500000000003,58.7,0.07725,486.1,39.46,67366.95203793995
80,12/31/2020/13:20,18.2619,59.33,0.07828,498.8,44.65,67656.48947834686
83,12/31/2020/13:50,18.2825,52.45,0.07931,482.4,38.65,66974.85961523835
86,12/31/2020/14:20,18.2516,55.86,0.07931,456.1,39.95,66556.99538869849
90,12/31/2020/15:00,18.1692,57.26,0.07931,409.0,44.9,65801.02887466732
95,12/31/2020/15:50,17.8602,58.7,0.07725,149.5,67.85,65111.14230292697
96,12/31/2020/16:00,17.849899999999998,59.23,0.07931,209.1,128.9,64793.761500379216
98,12/31/2020/16:20,18.0662,58.3,0.07828,241.3,246.0,64596.12794253535
103,12/31/2020/17:10,17.870500000000003,59.3,0.07931,132.0,163.0,74197.57931873915
107,12/31/2020/17:50,17.2113,61.87,0.0885799999999999,26.51,28.08,82270.98172952187
108,12/31/2020/18:00,16.9744,63.27,0.0824,18.0,18.29,91049.08952341235
109,12/31/2020/18:10,16.7787,63.94,0.08034,6.994,7.02,92520.06688583452
110,12/31/2020/18:20,16.5727,64.87,0.08034,2.818,2.763,92523.96780985579
114,12/31/2020/19:00,14.9453,68.35,0.07931,0.055,0.085,93888.64274252854
116,12/31/2020/19:20,14.1625,70.7,0.08137,0.055,0.126,93813.52664289153
118,12/31/2020/19:40,13.905,70.6,0.08034,0.059,0.074,93988.28103733521
120,12/31/2020/20:00,13.8226,71.2,0.07828,0.073,0.085,94817.846263321
128,12/31/2020/21:20,13.8947,73.1,0.07931,0.044,0.085,90822.21388833104
130,12/31/2020/21:40,14.2552,68.78,0.07622,0.066,0.093,89899.84908642586
134,12/31/2020/22:20,15.6354,63.97,0.07725,0.081,0.093,84262.61909428051
144,01/01/2021/00:00,13.4003,75.8,0.07828,0.033,0.163,60199.51207872807
147,01/01/2021/00:30,12.6793,79.2,0.07828,0.091,0.134,61387.444608009384
150,01/01/2021/01:00,13.3282,78.1,0.07622,0.084,0.108,54063.026118160036
152,01/01/2021/01:20,13.4106,77.5,0.08343,0.062,0.178,54288.51782675277
157,01/01/2021/02:10,13.5651,77.3,0.07931,0.066,0.13,50752.97633682806
158,01/01/2021/02:20,13.493,75.6,0.07931,0.077,0.156,50341.835967540785
165,01/01/2021/03:30,13.0604,79.4,0.08137,0.059,0.156,48947.62270712476
167,01/01/2021/03:50,12.7102,80.6,0.08034,0.088,0.119,48979.444017488604
171,01/01/2021/04:30,12.7617,81.5,0.07622,0.088,0.119,48871.41923091703
173,01/01/2021/04:50,12.3291,82.8,0.07931,0.066,0.178,48598.978524519465
176,01/01/2021/05:20,12.0922,82.8,0.08343,0.106,0.126,50144.90582331033
180,01/01/2021/06:00,11.9274,84.5,0.07725,0.048,0.134,55721.486235825476
181,01/01/2021/06:10,11.7832,84.1,0.07725,0.07,0.145,55728.42608711645
182,01/01/2021/06:20,11.742,84.4,0.07931,0.07,0.122,55885.656738888145
186,01/01/2021/07:00,11.5051,85.8,0.08034,0.073,0.163,51427.984660231436
194,01/01/2021/08:20,11.288800000000002,83.4,0.08549,2.95,2.867,54303.431855102965
195,01/01/2021/08:30,11.031300000000002,83.9,0.08343,6.657,6.472,55841.55020151584
196,01/01/2021/08:40,10.8356,85.1,0.08343,13.02,11.56,56237.819364574134
198,01/01/2021/09:00,10.7532,85.9,0.0824,64.11,24.49,59215.393689864104
199,01/01/2021/09:10,11.0107,86.7,0.08137,92.3,27.88,58945.04566176596
200,01/01/2021/09:20,11.3506,86.7,0.08446,117.2,30.43,59351.50547729212
204,01/01/2021/10:00,14.0904,81.7,0.0824,218.3,39.07,63544.96546648809
210,01/01/2021/11:00,17.0465,64.11,0.07931,360.7,41.43,68812.88489085397
212,01/01/2021/11:20,17.592399999999998,57.23,0.07828,396.6,40.66,68585.07661173299
214,01/01/2021/11:40,17.7984,56.49,0.07725,425.6,41.84,68750.95223385756
216,01/01/2021/12:00,17.726300000000002,55.69,0.07931,452.5,41.73,69322.17318496299
217,01/01/2021/12:10,17.6954,57.2,0.08034,460.5,42.38,69420.17536015001
219,01/01/2021/12:30,17.613000000000003,58.33,0.07828,476.2,43.25,69309.0535582121
225,01/01/2021/13:30,17.849899999999998,59.16,0.07828,484.1,43.72,69360.04494472718
226,01/01/2021/13:40,17.9323,58.13,0.07828,481.1,43.82,69250.28569263202
231,01/01/2021/14:30,18.076500000000003,55.99,0.07622,441.9,41.88,69038.96850027662
233,01/01/2021/14:50,18.1692,55.35,0.07931,413.9,41.5,68908.71197948023
237,01/01/2021/15:30,17.9735,57.86,0.07725,345.8,57.35,69124.14673717268
239,01/01/2021/15:50,17.901400000000002,58.02,0.07622,302.9,121.3,69078.70739805084
241,01/01/2021/16:10,17.7469,59.76,0.07931,260.6,238.0,69571.06544544704
242,01/01/2021/16:20,17.7469,61.12,0.07725,238.2,253.4,69532.7956761694
248,01/01/2021/17:20,17.5306,62.32,0.07828,98.7,123.7,81494.3282579981
250,01/01/2021/17:40,17.314300000000003,61.79,0.08034,58.1,75.3,89133.51484438412
251,01/01/2021/17:50,17.1804,62.05,0.08137,22.4,25.24,93344.378454809
252,01/01/2021/18:00,17.0362,64.02,0.07622,11.04,11.2,97051.66800584579
261,01/01/2021/19:30,15.8929,69.86,0.07828,0.04,0.108,96759.04122645056
262,01/01/2021/19:40,15.8105,69.86,0.07828,0.073,0.078,96856.80421131058
263,01/01/2021/19:50,15.656,70.5,0.07828,0.055,0.122,97237.51893040845
266,01/01/2021/20:20,15.8826,68.52,0.07725,0.055,0.093,96234.5873101853
267,01/01/2021/20:30,15.759,69.03,0.07725,0.055,0.093,96396.91822343733
268,01/01/2021/20:40,15.7899,68.72,0.07828,0.066,0.108,96548.19425308603
273,01/01/2021/21:30,15.4809,66.62,0.07622,0.07,0.085,93899.48966961009
274,01/01/2021/21:40,15.3779,67.29,0.07828,0.07,0.111,92652.18486813089
277,01/01/2021/22:10,15.3161,67.96,0.07725,0.066,0.134,83145.2911075367
278,01/01/2021/22:20,15.3676,68.52,0.07622,0.037,0.148,84874.17330355362
279,01/01/2021/22:30,15.4088,68.62,0.07725,0.102,0.063,86321.9044054774
280,01/01/2021/22:40,15.3264,69.33,0.07725,0.062,0.152,83409.36721430192
283,01/01/2021/23:10,15.1925,70.4,0.07313,0.051,0.152,71246.13610534354
285,01/01/2021/23:30,14.6569,72.9,0.07931,0.059,0.111,73552.25129644276
289,01/02/2021/00:10,14.5848,74.0,0.0741599999999999,0.07,0.141,61863.471838963786
292,01/02/2021/00:40,13.8535,77.7,0.07622,0.073,0.115,62129.93750123295
295,01/02/2021/01:10,14.821700000000002,71.0,0.08034,0.062,0.148,54594.507447194715
297,01/02/2021/01:30,14.832,71.5,0.07725,0.062,0.156,54681.072627037465
304,01/02/2021/02:40,14.6878,75.5,0.07828,0.073,0.163,51009.793509580726
308,01/02/2021/03:20,14.626,73.8,0.0741599999999999,0.084,0.178,49672.778241043234
309,01/02/2021/03:30,14.4612,74.7,0.07931,0.077,0.134,49181.81071568271
311,01/02/2021/03:50,14.3376,75.2,0.07931,0.059,0.182,49466.97133877401
312,01/02/2021/04:00,14.2655,75.1,0.08549,0.077,0.156,49241.56651449216
313,01/02/2021/04:10,14.0698,75.5,0.08652,0.07,0.156,49316.061195430666
314,01/02/2021/04:20,13.956500000000002,76.1,0.07931,0.055,0.156,49327.157132385495
316,01/02/2021/04:40,13.5651,77.8,0.07828,0.077,0.148,49388.15710372997
317,01/02/2021/04:50,13.2149,78.5,0.07828,0.066,0.148,49475.98831093101
322,01/02/2021/05:40,13.616600000000002,80.0,0.07828,0.077,0.171,49878.90568233234
323,01/02/2021/05:50,13.7608,77.9,0.07931,0.062,0.174,49726.23981672234
324,01/02/2021/06:00,13.8432,77.5,0.08137,0.102,0.122,56204.617388141945
326,01/02/2021/06:20,13.7299,76.8,0.07725,0.062,0.145,55864.05342719235
330,01/02/2021/07:00,12.5145,80.8,0.0824,0.055,0.193,55708.13466720074
332,01/02/2021/07:20,12.257,81.5,0.07828,0.048,0.171,55402.560117059955
341,01/02/2021/08:50,10.7944,85.7,0.08446,38.0,20.54,56333.550937301334
342,01/02/2021/09:00,10.712000000000002,85.3,0.08446,64.8,27.42,59829.334872482155
343,01/02/2021/09:10,10.8253,85.5,0.08549,85.3,33.31,60106.88091315442
344,01/02/2021/09:20,11.124,85.0,0.08652,109.4,38.03,60961.99391234941
351,01/02/2021/10:30,16.1092,73.2,0.08137,294.9,43.18,68089.18995487288
353,01/02/2021/10:50,16.6448,72.3,0.08343,339.3,43.08,69331.2761310399
354,01/02/2021/11:00,17.0362,69.24,0.08652,361.2,43.97,72790.77749334135
369,01/02/2021/13:30,18.0971,62.7,0.07931,490.1,44.76,74341.90183560958
373,01/02/2021/14:10,18.0044,63.76,0.07725,465.8,44.23,73531.56397495793
374,01/02/2021/14:20,17.8808,64.16,0.0751899999999999,455.2,44.07,73114.42656341243
377,01/02/2021/14:50,17.8808,65.23,0.07725,415.4,43.03,72732.97480949877
381,01/02/2021/15:30,17.963199999999997,64.93,0.07622,348.4,72.7,72225.0644117953
383,01/02/2021/15:50,17.819000000000003,65.83,0.07725,306.7,155.7,72245.64027743183
385,01/02/2021/16:10,17.8602,66.83,0.07313,259.9,256.6,71385.42456809306
396,01/02/2021/18:00,16.8096,69.56,0.07725,11.76,11.93,97981.31615868777
398,01/02/2021/18:20,16.459400000000002,72.1,0.07828,3.327,3.349,98655.61382461907
399,01/02/2021/18:30,16.3358,73.0,0.07622,1.014,1.087,98646.76479425386
407,01/02/2021/19:50,13.3179,81.3,0.08137,0.059,0.074,98380.36445604995
408,01/02/2021/20:00,13.0707,81.5,0.07931,0.055,0.093,98235.35929653715
409,01/02/2021/20:10,12.7617,81.5,0.08034,0.088,0.089,98455.06336175776
410,01/02/2021/20:20,12.5351,83.1,0.07622,0.084,0.067,98424.19400738174
413,01/02/2021/20:50,12.0613,84.2,0.07725,0.062,0.096,98419.55249122219
416,01/02/2021/21:20,11.6699,83.7,0.07828,0.066,0.067,94596.54381082079
418,01/02/2021/21:40,11.474200000000002,84.0,0.0751899999999999,0.055,0.085,94379.81844479412
419,01/02/2021/21:50,11.4433,83.8,0.0751899999999999,0.081,0.078,94721.83936342306
423,01/02/2021/22:30,11.3094,83.6,0.0751899999999999,0.062,0.059,88130.32689561501
426,01/02/2021/23:00,10.8253,84.3,0.07725,0.062,0.104,75258.36318976723
428,01/02/2021/23:20,10.918,84.4,0.07622,0.048,0.104,75033.25026079048
429,01/02/2021/23:30,10.8047,84.5,0.07931,0.04,0.159,73017.89494401982
430,01/02/2021/23:40,10.6399,84.7,0.07828,0.059,0.059,75415.04457040055
431,01/02/2021/23:50,10.815,84.7,0.0751899999999999,0.077,0.059,75018.09691309904
436,01/03/2021/00:40,10.6708,82.0,0.08034,0.055,0.108,64124.559912777484
437,01/03/2021/00:50,10.4751,82.7,0.07725,0.062,0.111,64488.880185301045
438,01/03/2021/01:00,10.4339,82.4,0.07622,0.037,0.1,55241.90889674418
439,01/03/2021/01:10,10.4442,82.3,0.07622,0.073,0.093,55023.634896980395
441,01/03/2021/01:30,10.6399,82.2,0.07725,0.062,0.082,55413.67441643339
444,01/03/2021/02:00,10.4339,81.2,0.07725,0.059,0.119,52088.060588608794
447,01/03/2021/02:30,10.2073,81.8,0.08034,0.07,0.111,51620.40017009569
452,01/03/2021/03:20,10.1352,80.5,0.0751899999999999,0.059,0.134,50185.259137778645
454,01/03/2021/03:40,9.723200000000002,81.1,0.07828,0.062,0.126,50078.18191916332
457,01/03/2021/04:10,9.26073,82.5,0.0885799999999999,0.084,0.108,49702.40241516617
460,01/03/2021/04:40,8.333730000000001,84.9,0.08549,0.055,0.085,49484.440411286065
462,01/03/2021/05:00,8.24309,86.3,0.08755,0.062,0.1,50980.88625576348
464,01/03/2021/05:20,8.28326,86.7,0.08961,0.062,0.148,50771.49055279355
465,01/03/2021/05:30,8.21528,86.8,0.08755,0.077,0.119,51649.74476781673
468,01/03/2021/06:00,8.184379999999999,86.9,0.08652,0.07,0.122,55620.33651705642
469,01/03/2021/06:10,8.02885,86.9,0.0885799999999999,0.07,0.085,55342.701358914645
470,01/03/2021/06:20,7.71264,87.1,0.08961,0.029,0.134,55890.22239362947
471,01/03/2021/06:30,7.57256,87.1,0.08549,0.051,0.148,55571.82421309067
474,01/03/2021/07:00,7.58492,87.7,0.08961,0.051,0.122,53304.22630864047
475,01/03/2021/07:10,7.61479,87.8,0.08961,0.048,0.111,53399.520510125796
476,01/03/2021/07:20,7.74972,87.7,0.09064,0.051,0.145,53473.564869431444
479,01/03/2021/07:50,7.556080000000001,86.7,0.09167,0.11,0.119,53055.06952584343
480,01/03/2021/08:00,7.35317,86.9,0.08755,0.146,0.226,52995.97166782507
482,01/03/2021/08:20,7.31197,87.4,0.08652,2.906,2.804,54179.567130296935
484,01/03/2021/08:40,6.98237,87.7,0.0885799999999999,13.9,12.28,56007.94528238198
491,01/03/2021/09:50,7.970140000000001,84.7,0.09167,196.1,37.53,62854.80408298889
494,01/03/2021/10:20,8.85079,81.6,0.0927,272.8,39.92,67622.80972343707
498,01/03/2021/11:00,10.3103,79.8,0.09064,354.4,40.51,72611.4951899605
499,01/03/2021/11:10,10.8871,79.0,0.09064,384.7,40.3,72830.67247895685
501,01/03/2021/11:30,11.948,77.3,0.0927,420.1,39.15,73276.7661544651
505,01/03/2021/12:10,14.42,67.75,0.0885799999999999,477.0,37.37,74679.33725102305
508,01/03/2021/12:40,16.1298,65.01,0.08961,499.7,37.17,75139.11911805056
509,01/03/2021/12:50,16.3976,63.81,0.0885799999999999,503.9,37.24,75195.55749058115
512,01/03/2021/13:20,17.8602,60.2,0.08755,506.6,37.02,74087.72684569466
516,01/03/2021/14:00,20.2395,53.72,0.08652,485.9,38.87,72871.71894147608
517,01/03/2021/14:10,20.1365,50.78,0.08446,468.6,43.49,72741.88005749829
521,01/03/2021/14:50,20.0747,56.59,0.07931,418.2,45.45,72733.77662019306
523,01/03/2021/15:10,19.8069,59.17,0.07725,391.1,50.26,72267.86987832846
532,01/03/2021/16:40,20.188,60.67,0.08343,189.1,227.1,70972.59317133523
536,01/03/2021/17:20,19.4567,63.5,0.07725,88.0,109.5,82636.43812109133
538,01/03/2021/17:40,18.3752,67.87,0.07622,52.73,67.32,87713.61332922343
542,01/03/2021/18:20,16.613900000000005,73.2,0.08343,3.532,3.546,99318.57525003693
543,01/03/2021/18:30,15.6766,75.6,0.08549,1.142,1.22,99451.4308990953
550,01/03/2021/19:40,16.3049,71.8,0.09064,0.051,0.093,97987.14975366782
554,01/03/2021/20:20,16.0165,67.73,0.09167,0.066,0.093,97865.3455673486
558,01/03/2021/21:00,15.264600000000002,69.5,0.0885799999999999,0.044,0.122,93182.55445340414
564,01/03/2021/22:00,13.3488,73.9,0.08652,0.077,0.148,83873.09679993724
566,01/03/2021/22:20,12.8132,76.3,0.08446,0.073,0.074,86448.79723436497
573,01/03/2021/23:30,11.9892,77.9,0.08549,0.051,0.096,75194.90673310644
574,01/03/2021/23:40,11.9892,77.7,0.08652,0.055,0.126,74774.73624116284
578,01/04/2021/00:20,11.3712,80.1,0.08961,0.07,0.141,64098.0646753068
579,01/04/2021/00:30,11.5463,78.5,0.08652,0.088,0.134,63121.14410511681
581,01/04/2021/00:50,11.227,77.8,0.08549,0.051,0.148,64008.77663793405
584,01/04/2021/01:20,10.8562,78.6,0.08755,0.106,0.111,55285.71040137372
